Transaction_ID,Customer_Name,Customer_ID,UPI_ID,Bank_Name,Transaction_Amount,Transaction_Date,Transaction_Time,Merchant_Name,Merchant_UPI_ID,Location_City,Location_State,Device_ID,IP_Address,Transaction_Type,Channel,Is_Fraudulent,Fraud_Type,Risk_Score,Detection_Flag
TXN00594,Navya Bahri,CUST0594,khushibutala@upi,ICICI,44926.16,1/5/2025,10:40:18,Dara-Deo,Inc@upi,Srikakulam,Bihar,df945c48-ebeb-4573-b0c1-d7fb575ed869,39.188.118.63,Bill Payment,USSD,0,None,17,Clear
TXN00595,Kabir Ravi,CUST0595,vritikabajwa@upi,HDFC,44050.82,4/4/2025,18:23:45,Shan-Som,PLC@upi,Giridih,Uttarakhand,e2d516de-930f-41cc-9c1f-9959c28d75d4,207.8.237.192,Recharge,Web,0,None,54,Clear
TXN00596,Eva Bhandari,CUST0596,aradhyayohannan@upi,PNB,13253.61,8/5/2025,15:26:47,Gokhale Ltd,Inc@upi,Begusarai,Uttar Pradesh,03c6f853-5192-43c4-9c24-52a28286afbb,17.158.123.227,Merchant Payment,Web,0,None,61,Clear
TXN00597,Priyansh Tripathi,CUST0597,nirvi82@upi,BOB,35085.25,3/3/2025,5:00:14,Behl and Sons,PLC@upi,Gandhinagar,Karnataka,b79b8483-2bcc-494e-866e-f5eee6e79ac8,148.241.158.106,Merchant Payment,QR Code,0,None,24,Clear
TXN00598,Jayant Ghosh,CUST0598,rheathakur@upi,SBI,15295.93,1/1/2025,21:51:37,Buch Ltd,Inc@upi,Moradabad,Gujarat,4a117dc7-4f6f-4fda-b4a2-c68ae6109410,192.109.230.141,Recharge,Web,0,None,20,Clear
TXN00599,Ojas Chandran,CUST0599,bhamini68@upi,BOB,38010.49,5/19/2025,12:37:28,Mand-Sengupta,LLC@upi,Karnal,Bihar,20146fd9-fb47-4338-a87b-f022b06f49dd,206.1.226.210,Peer-to-Peer,QR Code,0,None,20,Clear
TXN00600,Badal Loke,CUST0600,piyade@upi,Axis Bank,35691.92,7/27/2025,6:15:14,Sami-Deshpande,LLC@upi,Serampore,Tripura,7d17d57f-e5e4-4650-94bf-21b0d8cb13c5,11.112.52.100,Bill Payment,USSD,0,None,58,Clear
TXN00601,Advik Uppal,CUST0601,riya97@upi,ICICI,24032.66,6/1/2025,21:40:21,Bhandari Ltd,Group@upi,Lucknow,Madhya Pradesh,b075d082-771e-4fc3-b1ac-3b676c1ce4c0,27.169.136.84,Refund,Mobile App,1,App Cloning,71,Flagged
TXN00602,Tushar Balay,CUST0602,mallickcharvi@upi,ICICI,23974.42,4/15/2025,21:57:03,Ahuja-Mani,LLC@upi,Katni,Sikkim,f1a0110a-3cef-4c90-a8ce-a7c1b983dfb5,220.23.127.168,Bill Payment,Web,0,None,7,Clear
TXN00603,Priyansh Dhawan,CUST0603,himmat38@upi,PNB,17407.48,8/5/2025,22:26:32,Mander LLC,PLC@upi,Howrah,Sikkim,15c070e2-7000-41bf-8418-7ede1b51ce1e,39.30.246.218,Recharge,Mobile App,0,None,33,Clear
TXN00604,Navya Taneja,CUST0604,fshetty@upi,Canara Bank,22872.06,3/7/2025,12:59:48,Bera-Maharaj,Group@upi,Mango,West Bengal,37eb9605-1506-4dec-8987-8f60e2bd281b,202.164.43.75,Peer-to-Peer,Mobile App,1,Unauthorized Access,86,Flagged
TXN00605,Rania Taneja,CUST0605,nraval@upi,SBI,20931.74,3/5/2025,16:19:53,Walia-Rao,PLC@upi,Mumbai,Gujarat,de60a80a-db33-4974-b6da-98096aa4b799,123.167.204.197,Peer-to-Peer,API,0,None,4,Clear
TXN00606,Dharmajan Chaudhary,CUST0606,sundarambadal@upi,ICICI,41705.67,7/13/2025,16:12:45,"Sathe, Sur and Choudhary",PLC@upi,Dhanbad,Karnataka,8a8fb423-1e4a-4dca-865f-cd14e4063723,141.101.184.233,Refund,Web,1,None,85,Flagged
TXN00607,Nehmat Gupta,CUST0607,jiyabansal@upi,BOB,10067.51,7/3/2025,14:38:44,Sinha Inc,Ltd@upi,Ongole,Uttarakhand,cf5ac770-7008-4547-98c2-ab13b8ea0a59,136.208.14.34,Refund,QR Code,0,None,63,Clear
TXN00608,Saanvi Swaminathan,CUST0608,chadtanya@upi,Axis Bank,49541.17,2/5/2025,13:30:36,Deo Inc,Inc@upi,Danapur,Haryana,4531b081-6640-4fe9-a015-b348999f7289,92.186.197.158,Peer-to-Peer,USSD,0,None,25,Clear
TXN00609,Dishani Kata,CUST0609,priyanshjani@upi,ICICI,29999.65,2/10/2025,3:21:09,Rastogi Inc,Ltd@upi,Ambattur,Assam,b3e8c599-e98c-4164-bc26-917d868c02de,75.11.189.114,Merchant Payment,API,0,None,50,Clear
TXN00610,Anika Shukla,CUST0610,madhup05@upi,BOB,1237.82,8/16/2025,18:49:29,Bhargava-Johal,LLC@upi,Rewa,Andhra Pradesh,767ba663-540a-484e-a234-e796942cefdd,5.235.130.198,Peer-to-Peer,API,0,None,66,Clear
TXN00611,Vritika Dash,CUST0611,suhana35@upi,Canara Bank,8817.81,4/14/2025,7:37:22,"Koshy, Sethi and Bir",Inc@upi,Sonipat,Uttar Pradesh,bc686670-c84b-460a-9c75-d5ced354d765,20.54.121.93,Bill Payment,API,0,None,10,Clear
TXN00612,Rohan Taneja,CUST0612,saanvisha@upi,BOB,4142.27,2/8/2025,20:11:42,Amble and Sons,and Sons@upi,Gandhinagar,Mizoram,ce421381-6a93-4676-9b5b-b12d2b295ed6,206.39.214.93,Refund,QR Code,1,None,80,Flagged
TXN00613,Baiju Dass,CUST0613,hdewan@upi,HDFC,45780.43,5/31/2025,15:39:33,Raja Group,PLC@upi,Pune,Meghalaya,957fb97b-7e73-415b-88c3-be41fa1cb855,208.215.145.8,Merchant Payment,QR Code,1,App Cloning,84,Flagged
TXN00614,Neysa Sarraf,CUST0614,ymannan@upi,Axis Bank,25505.11,7/14/2025,15:25:23,Kale Inc,Inc@upi,Patna,Mizoram,e5c46fcf-6bd5-48f7-b920-f3761d4de402,200.255.206.35,Merchant Payment,QR Code,0,None,31,Clear
TXN00615,Ritvik Ratti,CUST0615,stuvan58@upi,Axis Bank,18557.45,6/29/2025,12:55:15,"Buch, Dar and Khosla",Inc@upi,Ballia,Bihar,6ee17068-ecb7-4e71-9145-f2613806931d,84.176.33.79,Recharge,USSD,1,SIM Swap,85,Flagged
TXN00616,Vihaan Sarraf,CUST0616,dhingrafaiyaz@upi,Canara Bank,42648.49,3/14/2025,22:36:53,"Sarraf, Chokshi and Goda",Inc@upi,Motihari,Telangana,1688066b-829c-4dbc-8bc6-2c2631d628ba,220.218.159.203,Merchant Payment,USSD,0,None,14,Clear
TXN00617,Divit Walia,CUST0617,mallvidur@upi,HDFC,30521.74,1/9/2025,18:48:12,Bali-Gaba,Inc@upi,Hyderabad,Tripura,493c74e3-aa27-441c-a825-11f794df0cfd,188.28.127.159,Recharge,Web,0,None,0,Clear
TXN00618,Taran Doctor,CUST0618,madhavgoyal@upi,SBI,23408.33,6/3/2025,4:54:23,"Kannan, Arora and Dhingra",and Sons@upi,Ramagundam,Andhra Pradesh,9568c794-c4bd-40a6-bb8a-e7c939b59724,209.254.117.34,Merchant Payment,Web,1,Fake QR Code,87,Flagged
TXN00619,Ahana  Chawla,CUST0619,azad62@upi,Canara Bank,5539.54,4/11/2025,22:13:12,"Varma, Venkatesh and Ahluwalia",Inc@upi,Pali,Jharkhand,5022333f-e2cc-4fa2-abe9-a88fc7dd40be,7.143.150.52,Merchant Payment,API,0,None,39,Clear
TXN00620,Zara Deo,CUST0620,rheachoudhry@upi,PNB,22318.58,2/25/2025,22:11:13,Choudhary-Banik,Ltd@upi,Sikar,Odisha,6180f4e8-56f3-42d8-9100-f511287ee9e8,197.89.172.73,Bill Payment,Web,0,None,28,Clear
TXN00621,Rania Tella,CUST0621,indrajit33@upi,PNB,33059.19,5/23/2025,1:19:07,"Dass, Mannan and Hans",Inc@upi,Bathinda,Goa,aa9f1f5d-62bf-4270-9326-5d666ff691ff,167.186.240.41,Recharge,API,0,None,38,Clear
TXN00622,Miraya Bali,CUST0622,kavyasarkar@upi,BOB,27427.56,3/31/2025,22:06:39,Chad-Handa,LLC@upi,Pudukkottai,Manipur,67d64f0c-e841-4f92-a660-747f13e3e670,131.188.102.110,Bill Payment,QR Code,0,None,42,Clear
TXN00623,Mamooty Lal,CUST0623,wkala@upi,BOB,38877.26,6/29/2025,15:24:42,Batra and Sons,PLC@upi,Meerut,Nagaland,b46a6201-66ec-4dbc-b790-6dc7a72ec977,201.39.236.124,Peer-to-Peer,API,0,None,49,Clear
TXN00624,Arhaan Gulati,CUST0624,amira78@upi,Canara Bank,26357.86,2/28/2025,7:30:04,Das Ltd,LLC@upi,Nellore,Punjab,1f8bf2a0-d4d7-4515-91b4-ff237060d2d4,41.67.128.204,Bill Payment,Web,0,None,23,Clear
TXN00625,Stuvan Mann,CUST0625,cganesh@upi,BOB,2271.63,6/7/2025,10:22:11,Baria and Sons,PLC@upi,Hajipur,Bihar,224e7674-ff5b-415b-a0e1-2c8cc1832a2c,89.219.174.254,Merchant Payment,API,0,None,35,Clear
TXN00626,Siya Brahmbhatt,CUST0626,baijudara@upi,BOB,26893.73,1/27/2025,0:44:14,"Wali, Chanda and Chaudhari",Group@upi,Bardhaman,Andhra Pradesh,2c1c585e-fbdc-4e8b-9a14-fe456db0dd09,5.33.226.60,Recharge,Web,0,None,27,Clear
TXN00627,Shalv Khosla,CUST0627,trastogi@upi,Axis Bank,14822.66,6/24/2025,22:29:57,Dhar-Mallick,PLC@upi,Jaunpur,Karnataka,1cd01d71-c304-41fe-8888-facb88c0b515,33.207.192.254,Peer-to-Peer,Mobile App,0,None,37,Clear
TXN00628,Badal Bhat,CUST0628,anayawalia@upi,HDFC,25544.4,8/26/2025,10:54:53,Sachdev Ltd,LLC@upi,Gurgaon,Tripura,2bbb2b42-b8b7-42fa-b8af-492ae52ae884,139.217.206.85,Refund,USSD,0,None,50,Clear
TXN00629,Aradhya Bhagat,CUST0629,dubeyasmin@upi,ICICI,25453.96,4/29/2025,1:48:33,"Borde, Yadav and Rattan",Ltd@upi,Erode,Bihar,f59a5eab-306e-4d1c-a7be-820ef0142ee7,57.119.44.85,Recharge,Web,0,None,14,Clear
TXN00630,Stuvan Yogi,CUST0630,tanyabehl@upi,Canara Bank,41344.45,8/17/2025,5:44:25,Hari PLC,Ltd@upi,Raurkela Industrial Township,Mizoram,06f72185-23f2-4fa5-9083-1d7677ff0abf,202.74.59.241,Refund,USSD,0,None,68,Clear
TXN00631,Hrishita Borah,CUST0631,dhanukthaker@upi,Canara Bank,34481.69,8/6/2025,5:34:19,Sarna-Manda,PLC@upi,Bulandshahr,Kerala,ae4b60be-c3fd-4603-857c-4db6a9f5dd8b,198.44.107.225,Merchant Payment,USSD,0,None,37,Clear
TXN00632,Anahita Yohannan,CUST0632,deshmukhdevansh@upi,ICICI,11848.57,7/9/2025,12:08:48,Chana LLC,PLC@upi,Tirunelveli,Tripura,99b3225e-25e7-4ff2-8647-56b566eb0412,195.58.207.127,Bill Payment,QR Code,0,None,22,Clear
TXN00633,Shayak Tripathi,CUST0633,maniyashvi@upi,BOB,20801.12,1/8/2025,17:00:58,"Dixit, Wadhwa and Choudhury",PLC@upi,Tirunelveli,Kerala,35cd1dc9-0a93-43f0-885a-e935e44c6b5b,201.56.80.103,Refund,Mobile App,0,None,53,Clear
TXN00634,Adira Kant,CUST0634,wchauhan@upi,Axis Bank,32913.85,4/7/2025,18:49:58,"Mammen, Karan and Kunda",Group@upi,Pimpri-Chinchwad,Haryana,cd33093b-22b1-4854-ab67-f965a82ddb32,61.97.74.1,Peer-to-Peer,USSD,0,None,19,Clear
TXN00635,Vedika Tank,CUST0635,sagararhaan@upi,ICICI,28647.18,5/3/2025,7:31:41,Dey-Sane,Inc@upi,Guntur,Himachal Pradesh,7f49bf08-670e-489e-bcec-c15615db87c6,187.97.220.9,Recharge,API,0,None,36,Clear
TXN00636,Diya Lanka,CUST0636,mallkeya@upi,SBI,43520.83,8/24/2025,1:59:54,Kar-Chanda,Inc@upi,Aizawl,Jharkhand,bfe44620-6266-40dc-b0fe-509852ed37b2,35.254.44.72,Merchant Payment,API,0,None,60,Clear
TXN00637,Zoya Srivastava,CUST0637,jdatta@upi,HDFC,5215.61,4/6/2025,5:52:33,Hari Ltd,PLC@upi,Shimla,Meghalaya,52d3d521-0444-4977-a1b9-ed4a76dd8fc4,200.136.22.145,Bill Payment,Mobile App,0,None,33,Clear
TXN00638,Renee Keer,CUST0638,thamannayantara@upi,PNB,47969.54,4/22/2025,9:52:20,Datta LLC,Ltd@upi,Bally,Manipur,c563dd94-41af-48f5-a4e4-c6547dc3250d,191.204.102.187,Refund,Web,0,None,67,Clear
TXN00639,Nirvaan Sahni,CUST0639,vritika44@upi,Axis Bank,712.57,8/20/2025,9:42:26,Iyer Group,and Sons@upi,Rajkot,Kerala,5d09dee2-f855-4eeb-a54b-62e36d0a585e,198.228.204.251,Bill Payment,USSD,0,None,22,Clear
TXN00640,Mahika Devi,CUST0640,hsrivastava@upi,BOB,27270.34,4/20/2025,15:52:10,Shroff Ltd,PLC@upi,Sri Ganganagar,Odisha,2e44bb8c-208e-40e1-999d-a7f92693365a,134.157.188.97,Peer-to-Peer,API,0,None,37,Clear
TXN00641,Indranil Warrior,CUST0641,jivin50@upi,BOB,32595.89,8/15/2025,9:51:10,"Mammen, Sethi and Sama",PLC@upi,Sonipat,Uttar Pradesh,f64dcfb5-6027-4312-bc13-f8cb6dc20ab9,204.22.171.183,Bill Payment,API,1,SIM Swap,93,Flagged
TXN00642,Lakshay Doshi,CUST0642,kmahajan@upi,Axis Bank,33885.21,1/8/2025,20:58:31,Edwin-Sampath,Group@upi,Aizawl,Arunachal Pradesh,452d3dcf-d19b-4483-98f6-79f57991c562,139.177.116.71,Refund,USSD,0,None,14,Clear
TXN00643,Taran Arora,CUST0643,babuaarush@upi,BOB,22050.55,3/28/2025,6:35:51,"Ravi, Mallick and Lall",Ltd@upi,Kakinada,Manipur,250c15d1-c0c5-46fb-b288-3d4d64658af7,71.128.50.87,Refund,Mobile App,0,None,2,Clear
TXN00644,Kartik Loyal,CUST0644,somtrisha@upi,Canara Bank,33252.88,3/24/2025,2:16:52,Sood-Ramesh,LLC@upi,Naihati,Punjab,f6c9316b-a6bc-4e1f-be35-a5d6f1f08414,174.25.223.243,Refund,Web,0,None,67,Clear
TXN00645,Jayesh Sodhi,CUST0645,echeema@upi,SBI,10138.56,4/15/2025,22:16:37,Bir-Wable,PLC@upi,Ulhasnagar,Assam,f5da306d-f0d6-4f5d-ada1-e991503d7650,165.249.60.109,Refund,Web,1,App Cloning,98,Flagged
TXN00646,Shalv Gulati,CUST0646,ganesankimaya@upi,PNB,38682.34,8/28/2025,17:41:09,"Gola, Behl and Gulati",PLC@upi,Phagwara,Maharashtra,ae03d72b-645e-453c-a47b-c6e24123779f,114.237.71.95,Peer-to-Peer,Mobile App,0,None,60,Clear
TXN00647,Riaan Kurian,CUST0647,vvarkey@upi,HDFC,37332.63,7/25/2025,16:57:17,"Khurana, Basu and Dua",LLC@upi,Mathura,Andhra Pradesh,45ca2472-40fc-4b03-83c8-3def2a2333c8,214.42.59.126,Refund,QR Code,0,None,5,Clear
TXN00648,Rohan Bobal,CUST0648,gandhibhamini@upi,Axis Bank,19082.52,3/26/2025,20:51:14,"Dua, Viswanathan and Venkatesh",and Sons@upi,Amroha,Tamil Nadu,007f2b29-1b5e-40fa-9857-047fc21d829c,154.205.251.10,Recharge,Mobile App,0,None,22,Clear
TXN00649,Aarav Bal,CUST0649,himmatraval@upi,SBI,31332.59,5/8/2025,3:37:15,"Hayre, Goel and Sunder",Group@upi,South Dumdum,Assam,13f34c1a-5cb3-41c1-9f52-c3b16282c5ca,28.63.202.209,Refund,API,0,None,48,Clear
TXN00650,Dhanush Shroff,CUST0650,kondaindrans@upi,Axis Bank,29903.7,5/5/2025,12:05:00,"Guha, Rana and Barman",Inc@upi,Asansol,Bihar,8ed0beb1-4616-4630-b68e-c2fd909de960,90.221.168.106,Bill Payment,Mobile App,0,None,28,Clear
TXN00651,Kiara Desai,CUST0651,hsaha@upi,BOB,31828.06,1/17/2025,16:01:00,Ramaswamy Inc,LLC@upi,Delhi,Uttarakhand,3c02d4f8-e73b-4689-95ce-2c7d7edf7367,161.65.54.159,Merchant Payment,USSD,0,None,57,Clear
TXN00652,Nitya Vig,CUST0652,zachariaheer@upi,HDFC,27128.24,6/15/2025,16:18:44,Chaudhry-Ravi,and Sons@upi,Korba,West Bengal,ea3c726e-4d11-409c-91fd-82fe1d5c43ee,97.0.4.240,Recharge,USSD,0,None,15,Clear
TXN00653,Yuvaan Arora,CUST0653,danichirag@upi,HDFC,47579.94,5/4/2025,23:12:11,"Khanna, Bath and Loyal",Ltd@upi,Nagercoil,Nagaland,e5d6c898-0907-482a-8ff1-6e0132c17b92,196.71.157.161,Bill Payment,API,0,None,61,Clear
TXN00654,Jiya Kaur,CUST0654,daminimammen@upi,ICICI,36244.08,7/19/2025,7:33:18,Sane-Sharma,and Sons@upi,Rajkot,Meghalaya,8934819a-a86c-4d61-997d-7f2bcd2d8552,61.31.230.90,Merchant Payment,Web,0,None,0,Clear
TXN00655,Samaira Keer,CUST0655,romil75@upi,HDFC,33317.36,6/3/2025,23:39:33,Sangha-Bava,LLC@upi,Haridwar,Tripura,d008b4a3-d71e-4776-a50a-8b83c8abfb1d,134.214.96.161,Merchant Payment,USSD,0,None,57,Clear
TXN00656,Ehsaan Venkatesh,CUST0656,nitara31@upi,ICICI,32411.78,4/30/2025,11:27:17,Subramanian LLC,Inc@upi,Haldia,Tripura,d5f8adc3-a02a-4add-ac94-367eb121c9f4,89.208.182.141,Refund,API,0,None,54,Clear
TXN00657,Biju Goel,CUST0657,aarush79@upi,SBI,7121.77,8/21/2025,10:31:57,"Reddy, Rana and Bansal",PLC@upi,Kirari Suleman Nagar,Uttar Pradesh,0603b9c5-1fc2-4666-b314-61d03c071a6a,217.217.105.83,Peer-to-Peer,QR Code,0,None,61,Clear
TXN00658,Saira Bora,CUST0658,rajanmyra@upi,ICICI,39119.55,3/30/2025,12:38:44,"Swaminathan, Grewal and Gandhi",Group@upi,Darbhanga,Punjab,40289d27-be54-41cc-9dea-b5599413015e,174.15.191.157,Merchant Payment,API,0,None,20,Clear
TXN00659,Ranbir Jain,CUST0659,adahchowdhury@upi,PNB,9972.94,6/21/2025,10:33:44,"Balay, Ravel and Iyer",PLC@upi,Jehanabad,Jharkhand,4a640b0b-9f49-43a6-88c2-596d29a8ab81,202.237.121.129,Peer-to-Peer,QR Code,0,None,9,Clear
TXN00660,Renee Bedi,CUST0660,jayan94@upi,Axis Bank,9950.59,6/8/2025,11:06:28,Sawhney-Bhargava,and Sons@upi,Bareilly,Andhra Pradesh,2a4828de-3264-499c-aaa1-a378e414d953,165.159.27.93,Bill Payment,API,0,None,53,Clear
TXN00661,Emir Chadha,CUST0661,ela28@upi,Canara Bank,38666.94,2/25/2025,10:56:53,"Solanki, Virk and Batta",PLC@upi,Saharsa,Tripura,d253ecb5-c007-4f4e-ad10-ed63a0d03b73,57.61.7.243,Peer-to-Peer,USSD,0,None,47,Clear
TXN00662,Sumer Bali,CUST0662,dharmajanvenkatesh@upi,SBI,34227.05,6/9/2025,0:54:05,Bhatti-Lal,Ltd@upi,Tirunelveli,Assam,83756935-7956-49f9-af2d-9ce2e64eb05d,24.182.227.28,Bill Payment,QR Code,0,None,53,Clear
TXN00663,Mahika Bakshi,CUST0663,onkar89@upi,HDFC,20126.98,8/21/2025,17:06:03,"Sangha, Bal and Chaudhry",Inc@upi,Ranchi,West Bengal,08da199f-a505-4e8d-b1e5-d591e33cf3a4,207.142.46.161,Peer-to-Peer,QR Code,0,None,30,Clear
TXN00664,Abram Deep,CUST0664,samarsekhon@upi,Axis Bank,4923.7,6/3/2025,23:57:47,Maharaj-Jayaraman,Ltd@upi,Kharagpur,Goa,99bc9514-a0de-4481-b20e-5380909b5c55,142.234.104.101,Refund,Web,1,None,79,Flagged
TXN00665,Gokul Saxena,CUST0665,udatta@upi,SBI,36343.88,6/7/2025,2:52:34,Kashyap Ltd,PLC@upi,Panchkula,Himachal Pradesh,bc4b360e-931d-4586-a90d-5e5efb8d4cbb,204.60.219.158,Bill Payment,USSD,0,None,30,Clear
TXN00666,Charvi Samra,CUST0666,reyanshvala@upi,HDFC,20056.83,3/18/2025,22:26:45,Kapur LLC,LLC@upi,Pallavaram,Meghalaya,e111e667-136b-47c4-995f-29d7db615eef,142.251.153.247,Refund,API,0,None,66,Clear
TXN00667,Veer Apte,CUST0667,sramanathan@upi,SBI,21590.36,7/24/2025,8:29:39,"Khosla, Srivastava and Jain",Ltd@upi,Imphal,Meghalaya,1865bc56-4d1c-4c99-bae0-3d7c1c4b1ce5,163.176.202.184,Bill Payment,Web,0,None,61,Clear
TXN00668,Kabir Ratta,CUST0668,chauhansahil@upi,BOB,8334.84,6/7/2025,19:06:58,Rajan Inc,Group@upi,Jamshedpur,Uttar Pradesh,d2e2c896-dcc5-4438-98c3-f58e8a061686,25.61.243.178,Refund,Mobile App,0,None,5,Clear
TXN00669,Hansh Joshi,CUST0669,shankeraarav@upi,Canara Bank,40389.02,6/7/2025,11:36:41,"Boase, Tripathi and Ganesh",PLC@upi,Karaikudi,Punjab,66b6f3ec-b35f-4488-ad6f-bdb951396c52,183.177.11.29,Recharge,QR Code,0,None,21,Clear
TXN00670,Rohan Kulkarni,CUST0670,xguha@upi,HDFC,14841.6,4/1/2025,23:47:09,"Dubey, Tripathi and Biswas",PLC@upi,Darbhanga,Meghalaya,01749d36-8f06-4442-ad30-bb2e06c19c44,179.90.86.246,Merchant Payment,USSD,0,None,55,Clear
TXN00671,Kiara Varughese,CUST0671,jhanvibadal@upi,ICICI,14581.3,2/23/2025,15:21:43,"Majumdar, Balay and Dua",LLC@upi,Munger,Bihar,88e56580-5f55-4481-82d8-3444797feb03,183.107.79.240,Bill Payment,Web,0,None,52,Clear
TXN00672,Anya Kapadia,CUST0672,shanishita@upi,BOB,911.23,5/20/2025,4:02:29,"Tripathi, Chokshi and Baral",and Sons@upi,Bharatpur,Arunachal Pradesh,72f3160c-b1c0-4393-8a4c-45a813f98c28,179.109.73.195,Merchant Payment,QR Code,0,None,52,Clear
TXN00673,Misha Chaudhary,CUST0673,vartypiya@upi,Canara Bank,14654.36,8/15/2025,22:55:16,"Dube, Sood and Rajagopal",and Sons@upi,Dhule,Himachal Pradesh,ed2fc0fb-8565-4a6c-b322-f07fb709c3f0,47.142.56.164,Refund,Web,0,None,36,Clear
TXN00674,Dhanush Sarma,CUST0674,swalla@upi,BOB,29520.21,2/17/2025,8:06:25,Bains Ltd,Ltd@upi,Shimla,Uttar Pradesh,1ff055b5-2b73-495a-bd94-7741db03e958,176.236.22.60,Recharge,Mobile App,0,None,62,Clear
TXN00675,Ranbir Raja,CUST0675,vohrayasmin@upi,ICICI,12548.62,8/12/2025,16:01:09,Suri and Sons,Ltd@upi,Alwar,Uttar Pradesh,3e91efa3-ceb3-4999-ba24-d52e480f73c1,205.251.93.15,Peer-to-Peer,API,0,None,61,Clear
TXN00676,Saksham Chhabra,CUST0676,hbadal@upi,Canara Bank,4604.39,1/3/2025,10:11:25,Kalita Inc,and Sons@upi,Madurai,Arunachal Pradesh,a97abc75-95da-447d-963e-e3b1fcbf4fe1,188.47.218.149,Peer-to-Peer,USSD,0,None,34,Clear
TXN00677,Miraan Wable,CUST0677,mamootysankar@upi,SBI,6481.18,3/19/2025,10:26:56,Chander-Warrior,Group@upi,Cuttack,Punjab,ffd14f6c-5708-4525-96ce-0b70d3233a1a,49.105.162.25,Recharge,Mobile App,0,None,8,Clear
TXN00678,Ira Khosla,CUST0678,yuvraj-srinivas@upi,Axis Bank,45232.15,5/11/2025,8:00:39,"Bhandari, Bera and Joshi",Group@upi,Dibrugarh,Uttarakhand,3d24f673-85f1-42cb-8d85-f32d39c903cb,59.167.117.112,Recharge,API,1,Fake QR Code,79,Flagged
TXN00679,Ehsaan Majumdar,CUST0679,rati48@upi,PNB,28708.86,1/17/2025,10:03:10,Shenoy-Varkey,and Sons@upi,Warangal,Himachal Pradesh,48c2ef54-802c-4bcf-9890-914937c1a817,33.44.13.181,Refund,USSD,0,None,55,Clear
TXN00680,Ela Krishnan,CUST0680,ndeep@upi,PNB,17688.94,6/18/2025,18:19:50,Khalsa LLC,and Sons@upi,Kadapa,Nagaland,8eff56d8-9ab1-480c-a87d-a4cfc6d4e3b7,172.215.187.240,Merchant Payment,Mobile App,0,None,46,Clear
TXN00681,Shanaya Bandi,CUST0681,bhavinchar@upi,BOB,14389.52,6/3/2025,2:18:57,"Chauhan, Sandhu and Walla",and Sons@upi,Moradabad,Sikkim,11aa5da5-922b-4279-9a7d-f00805c03dd0,212.69.216.121,Merchant Payment,API,0,None,68,Clear
TXN00682,Madhup Yohannan,CUST0682,adira73@upi,BOB,16886.66,6/12/2025,2:50:01,Kalla-Edwin,LLC@upi,Udupi,Tamil Nadu,6b78d787-472e-4680-841d-a54b210bc6f3,168.190.79.106,Bill Payment,QR Code,0,None,16,Clear
TXN00683,Vivaan Sibal,CUST0683,riyadube@upi,Canara Bank,16767,5/11/2025,22:22:08,Sekhon and Sons,Ltd@upi,Karimnagar,Punjab,58e06463-44cd-4af4-8d0a-ce88999aff57,203.206.52.45,Bill Payment,QR Code,0,None,42,Clear
TXN00684,Tiya Gandhi,CUST0684,dhanuk58@upi,Axis Bank,16108.93,2/24/2025,7:26:07,Hora-Contractor,PLC@upi,Surat,Manipur,06a5c3a8-ee78-4c9e-a672-22d635e88276,167.206.36.97,Peer-to-Peer,API,0,None,64,Clear
TXN00685,Vritika Sandal,CUST0685,kantkiaan@upi,ICICI,25888.35,7/19/2025,18:45:51,Chahal and Sons,Group@upi,Nizamabad,Rajasthan,b28bc311-d11b-4ceb-b7ad-6f8c08f785d6,115.127.35.255,Peer-to-Peer,Mobile App,1,Fake QR Code,71,Flagged
TXN00686,Romil Sehgal,CUST0686,dattazaina@upi,ICICI,39990.52,1/30/2025,20:52:52,Singh PLC,Ltd@upi,Bhind,Bihar,cc2d6d28-40d8-47d3-ad14-891eda0fb6f8,196.142.62.255,Peer-to-Peer,QR Code,0,None,48,Clear
TXN00687,Gatik Lad,CUST0687,elakshichowdhury@upi,SBI,39839.29,8/19/2025,20:31:43,"Sankaran, Kapoor and Varkey",and Sons@upi,Sangli-Miraj & Kupwad,Gujarat,9dce87a6-b429-41a0-8e80-3a31ab02af69,129.212.143.87,Bill Payment,API,1,Unauthorized Access,91,Flagged
TXN00688,Divit Sengupta,CUST0688,nagate@upi,PNB,25603.88,6/23/2025,14:28:08,"Saha, Buch and Kanda",and Sons@upi,Haldia,Arunachal Pradesh,8ea6b5e9-5002-4a59-a5d2-1438086289c6,13.94.94.233,Recharge,API,0,None,27,Clear
TXN00689,Mohanlal Bumb,CUST0689,dhanush61@upi,PNB,22673.47,4/17/2025,19:24:49,Lanka LLC,Inc@upi,Khammam,Arunachal Pradesh,5eaf80a7-0443-4956-b788-d8c43bd743f3,70.215.102.131,Merchant Payment,QR Code,0,None,25,Clear
TXN00690,Raghav Bandi,CUST0690,bhattacharyyaparinaaz@upi,Canara Bank,5160.7,7/13/2025,5:34:14,Krishnan-Kade,and Sons@upi,Davanagere,Bihar,5858ce47-9b5c-42fb-9b30-af606d78cde1,124.160.3.11,Merchant Payment,Mobile App,0,None,50,Clear
